: Nomen: SI/PL
Sachen Sache Tische Tisch
Sachen Sache Sprachen Sprache
Sachen Sache Werke Werk
Schritte Schritt Euro Euro
Schritte Schritt Zahlen Zahl
Schritte Schritt Minuten Minute
Schritte Schritt Richtungen Richtung
Schritte Schritt Universitäten Universität
Schulen Schule Anfänge Anfang
Schulen Schule Häuser Haus
Schulen Schule Augen Auge
Schulen Schule Stücke Stück
Schulen Schule Jahre Jahr
Situationen Situation Rollen Rolle
Situationen Situation Ziele Ziel
Situationen Situation Autos Auto
Situationen Situation Bedeutungen Bedeutung
Situationen Situation Freunde Freund
Söhne Sohn Zahlen Zahl
Söhne Sohn Themen Thema
Söhne Sohn Jahre Jahr
Söhne Sohn Stimmen Stimme
Söhne Sohn Aufgaben Aufgabe
Spiele Spiel Nächte Nacht
Spiele Spiel Gespräche Gespräch
Spiele Spiel Wohnungen Wohnung
Spiele Spiel Texte Text
Spiele Spiel Töchter Tochter
Sprachen Sprache Gründe Grund
Sprachen Sprache Probleme Problem
Sprachen Sprache Situationen Situation
Sprachen Sprache Bilder Bild
Sprachen Sprache Uhren Uhr
Städte Stadt Milliarden Milliarde
Städte Stadt Universitäten Universität
Städte Stadt Gründe Grund
Städte Stadt Sprachen Sprache
Städte Stadt Entwicklungen Entwicklung
Stellen Stelle Wochen Woche
Stellen Stelle Arbeiten Arbeit
Stellen Stelle Momente Moment
Stellen Stelle Arbeiten Arbeit
Stellen Stelle Arbeiten Arbeit
Stimmen Stimme Probleme Problem
Stimmen Stimme Funktionen Funktion
Stimmen Stimme Bilder Bild
Stimmen Stimme Euro Euro
Stimmen Stimme Monate Monat
Straßen Straße Geschichten Geschichte
Straßen Straße Ziele Ziel
Straßen Straße Funktionen Funktion
Straßen Straße Leben Leben
Straßen Straße Folgen Folge
Stunden Stunde Geschichten Geschichte
Stunden Stunde Herren Herr
Stunden Stunde Wege Weg
Stunden Stunde Beziehungen Beziehung
Stunden Stunde Werke Werk
Stücke Stück Plätze Platz
Stücke Stück Werte Wert
Stücke Stück Ängste Angst
Stücke Stück Uhren Uhr
Stücke Stück Augen Auge
Systeme System Monate Monat
Systeme System Zeiten Zeit
Systeme System Gruppen Gruppe
Systeme System Wohnungen Wohnung
Systeme System Nächte Nacht
Tage Tag Bereiche Bereich
Tage Tag Wohnungen Wohnung
Tage Tag Bilder Bild
Tage Tag Götter Gott
Tage Tag Formen Form
Teile Teil Preise Preis
Teile Teil Sachen Sache
Teile Teil Ziele Ziel
Teile Teil Regierungen Regierung
Teile Teil Paare Paar
Texte Text Kinder Kind
Texte Text Milliarden Milliarde
Texte Text Gesichter Gesicht
Texte Text Gespräche Gespräch
Texte Text Kinder Kind
Themen Thema Gelder Geld
Themen Thema Geschichten Geschichte
Themen Thema Enden Ende
Themen Thema Ängste Angst
Themen Thema Gruppen Gruppe
Tische Tisch Wege Weg
Tische Tisch Straßen Straße
Tische Tisch Ergebnisse Ergebnis
Tische Tisch Arbeiten Arbeit
Tische Tisch Bereiche Bereich
Töchter Tochter Absätze Absatz
Töchter Tochter Regierungen Regierung
Töchter Tochter Sprachen Sprache
Töchter Tochter Gespräche Gespräch
Töchter Tochter Aufgaben Aufgabe
Türen Tür Gespräche Gespräch
Türen Tür Stücke Stück
Türen Tür Menschen Mensch
Türen Tür Richtungen Richtung
Türen Tür Ängste Angst
Uhren Uhr Möglichkeiten Möglichkeit
Uhren Uhr Möglichkeiten Möglichkeit
Uhren Uhr Kinder Kind
Uhren Uhr Bereiche Bereich
Uhren Uhr Momente Moment
Universitäten Universität Häuser Haus
Universitäten Universität Zeiten Zeit
Universitäten Universität Schulen Schule
Universitäten Universität Gruppen Gruppe
Universitäten Universität Möglichkeiten Möglichkeit
Wege Weg Welten Welt
Wege Weg Absätze Absatz
Wege Weg Ängste Angst
Wege Weg Spiele Spiel
Wege Weg Millionen Million
Welten Welt Frauen Frau
Welten Welt Euro Euro
Welten Welt Sprachen Sprache
Welten Welt Universitäten Universität
Welten Welt Bereiche Bereich
Werke Werk Sachen Sache
Werke Werk Gruppen Gruppe
Werke Werk Enden Ende
Werke Werk Anfänge Anfang
Werke Werk Geschichten Geschichte
Werte Wert Universitäten Universität
Werte Wert Fragen Frage
Werte Wert Minuten Minute
Werte Wert Herren Herr
Werte Wert Schritte Schritt
Wochen Woche Länder Land
Wochen Woche Anfänge Anfang
Wochen Woche Entwicklungen Entwicklung
Wochen Woche Euro Euro
Wochen Woche Gelder Geld
Wohnungen Wohnung Begriffe Begriff
Wohnungen Wohnung Töchter Tochter
Wohnungen Wohnung Gruppen Gruppe
Wohnungen Wohnung Schulen Schule
Wohnungen Wohnung Minuten Minute
Zahlen Zahl Rollen Rolle
Zahlen Zahl Blicke Blick
Zahlen Zahl Situationen Situation
Zahlen Zahl Länder Land
Zahlen Zahl Orte Ort
Zeiten Zeit Autos Auto
Zeiten Zeit Frauen Frau
Zeiten Zeit Ängste Angst
Zeiten Zeit Jahre Jahr
Zeiten Zeit Stimmen Stimme
Ziele Ziel Orte Ort
Ziele Ziel Töchter Tochter
Ziele Ziel Bedeutungen Bedeutung
Ziele Ziel Familien Familie
Ziele Ziel Universitäten Universität
: Adjektive: GR/KOM
ähnlich ähnlicher steil steiler
ähnlich ähnlicher müde müder
ähnlich ähnlicher oft öfter
ähnlich ähnlicher hart härter
ähnlich ähnlicher bestimmt bestimmter
alt älter sicher sicherer
alt älter schnell schneller
alt älter ruhig ruhiger
alt älter spannend spannender
alt älter steil steiler
arm ärmer glücklich glücklicher
arm ärmer weich weicher
arm ärmer klein kleiner
arm ärmer schädlich schädlicher
arm ärmer schlecht schlechter
bekannt bekannter müde müder
bekannt bekannter laut lauter
bekannt bekannter schädlich schädlicher
bekannt bekannter spannend spannender
bekannt bekannter voll voller
bestimmt bestimmter fleißig fleißiger
bestimmt bestimmter schwierig schwieriger
bestimmt bestimmter schmutzig schmutziger
bestimmt bestimmter dünn dünner
bestimmt bestimmter dumm dümmer
billig billiger schrecklich schrecklicher
billig billiger lang länger
billig billiger kalt kälter
billig billiger ähnlich ähnlicher
billig billiger scharf schärfer
böse böser hoch höher
böse böser rund runder
böse böser dreckig dreckiger
böse böser früh früher
böse böser nahe näher
deutlich deutlicher schädlich schädlicher
deutlich deutlicher dünn dünner
deutlich deutlicher riesig riesiger
deutlich deutlicher schmutzig schmutziger
deutlich deutlicher giftig giftiger
dick dicker sauber sauberer
dick dicker spitz spitzer
dick dicker eng enger
dick dicker weich weicher
dick dicker schlecht schlechter
dreckig dreckiger fröhlich fröhlicher
dreckig dreckiger fröhlich fröhlicher
dreckig dreckiger schwach schwächer
dreckig dreckiger richtig richtiger
dreckig dreckiger billig billiger
dumm dümmer spät später
dumm dümmer gut besser
dumm dümmer böse böser
dumm dümmer unterschiedlich unterschiedlicher
dumm dümmer weich weicher
dunkel dunkler einsam einsamer
dunkel dunkler klein kleiner
dunkel dunkler alt älter
dunkel dunkler richtig richtiger
dunkel dunkler böse böser
dünn dünner richtig richtiger
dünn dünner gesund gesünder
dünn dünner richtig richtiger
dünn dünner trocken trockener
dünn dünner sicher sicherer
eckig eckiger weit weiter
eckig eckiger traurig trauriger
eckig eckiger hart härter
eckig eckiger schmal schmaler
eckig eckiger frisch frischer
einfach einfacher langsam langsamer
einfach einfacher lang länger
einfach einfacher sauber sauberer
einfach einfacher groß größer
einfach einfacher schwer schwerer
einsam einsamer schlank schlanker
einsam einsamer stark stärker
einsam einsamer eng enger
einsam einsamer oft öfter
einsam einsamer billig billiger
elegant eleganter groß größer
elegant eleganter dreckig dreckiger
elegant eleganter glatt glätter
elegant eleganter offen offener
elegant eleganter gerade gerader
eng enger spannend spannender
eng enger schlank schlanker
eng enger spitz spitzer
eng enger einsam einsamer
eng enger eckig eckiger
faul fauler dumm dümmer
faul fauler langsam langsamer
faul fauler jung jünger
faul fauler persönlich persönlicher
faul fauler schwierig schwieriger
fleißig fleißiger nett netter
fleißig fleißiger leise leiser
fleißig fleißiger mutig mutiger
fleißig fleißiger lang länger
fleißig fleißiger wenig weniger
freundlich freundlicher böse böser
freundlich freundlicher schlecht schlechter
freundlich freundlicher gut besser
freundlich freundlicher dünn dünner
freundlich freundlicher billig billiger
frisch frischer einsam einsamer
frisch frischer weit weiter
frisch frischer elegant eleganter
frisch frischer leise leiser
frisch frischer schnell schneller
fröhlich fröhlicher offen offener
fröhlich fröhlicher jung jünger
fröhlich fröhlicher faul fauler
fröhlich fröhlicher ruhig ruhiger
fröhlich fröhlicher oft öfter
früh früher richtig richtiger
früh früher schmal schmaler
früh früher praktisch praktischer
früh früher gering geringer
früh früher rund runder
gefährlich gefährlicher sonnig sonniger
gefährlich gefährlicher dumm dümmer
gefährlich gefährlicher schwierig schwieriger
gefährlich gefährlicher eng enger
gefährlich gefährlicher gering geringer
genau genauer häufig häufiger
genau genauer lang länger
genau genauer schwer schwerer
genau genauer gefährlich gefährlicher
genau genauer tief tiefer
gerade gerader mutig mutiger
gerade gerader hart härter
gerade gerader wichtig wichtiger
gerade gerader alt älter
gerade gerader schön schöner
gering geringer spannend spannender
gering geringer langsam langsamer
gering geringer wichtig wichtiger
gering geringer scharf schärfer
gering geringer bestimmt bestimmter
gesund gesünder langsam langsamer
gesund gesünder groß größer
gesund gesünder leicht leichter
gesund gesünder rund runder
gesund gesünder klein kleiner
giftig giftiger gesund gesünder
giftig giftiger hart härter
giftig giftiger gut besser
giftig giftiger fröhlich fröhlicher
giftig giftiger schlecht schlechter
glatt glätter gering geringer
glatt glätter praktisch praktischer
glatt glätter kalt kälter
glatt glätter lustig lustiger
glatt glätter lustig lustiger
glücklich glücklicher schädlich schädlicher
glücklich glücklicher schwer schwerer
glücklich glücklicher freundlich freundlicher
glücklich glücklicher dünn dünner
glücklich glücklicher schwer schwerer
groß größer langsam langsamer
groß größer traurig trauriger
groß größer gerade gerader
groß größer früh früher
groß größer wahrscheinlich wahrscheinlicher
gut besser alt älter
gut besser sonnig sonniger
gut besser kalt kälter
gut besser voll voller
gut besser leise leiser
hart härter schmutzig schmutziger
hart härter genau genauer
hart härter sonnig sonniger
hart härter steil steiler
hart härter stark stärker
hoch höher müde müder
hoch höher trocken trockener
hoch höher bekannt bekannter
hoch höher tief tiefer
hoch höher gerade gerader
häufig häufiger alt älter
häufig häufiger trocken trockener
häufig häufiger richtig richtiger
häufig häufiger steil steiler
häufig häufiger wahrscheinlich wahrscheinlicher
jung jünger groß größer
jung jünger sonnig sonniger
jung jünger schrecklich schrecklicher
jung jünger natürlich natürlicher
jung jünger einsam einsamer
kalt kälter schwer schwerer
kalt kälter oft öfter
kalt kälter laut lauter
kalt kälter fleißig fleißiger
kalt kälter früh früher
klar klarer hoch höher
klar klarer genau genauer
klar klarer langsam langsamer
klar klarer stark stärker
klar klarer groß größer
klein kleiner dünn dünner
klein kleiner wertvoll wertvoller
klein kleiner scharf schärfer
klein kleiner billig billiger
klein kleiner schrecklich schrecklicher
krumm krümmer nahe näher
krumm krümmer gut besser
krumm krümmer lieb lieber
krumm krümmer alt älter
krumm krümmer gut besser
kurz kürzer neu neuer
kurz kürzer dumm dümmer
kurz kürzer schön schöner
kurz kürzer eckig eckiger
kurz kürzer wichtig wichtiger
lang länger weit weiter
lang länger leicht leichter
lang länger böse böser
lang länger glatt glätter
lang länger offen offener
langsam langsamer gering geringer
langsam langsamer frisch frischer
langsam langsamer gerade gerader
langsam langsamer eckig eckiger
langsam langsamer unterschiedlich unterschiedlicher
laut lauter stark stärker
laut lauter fröhlich fröhlicher
laut lauter deutlich deutlicher
laut lauter mutig mutiger
laut lauter schwierig schwieriger
lecker leckerer elegant eleganter
lecker leckerer gerade gerader
lecker leckerer dunkel dunkler
lecker leckerer nett netter
lecker leckerer schwer schwerer
leicht leichter müde müder
leicht leichter schnell schneller
leicht leichter gesund gesünder
leicht leichter freundlich freundlicher
leicht leichter wild wilder
leise leiser fleißig fleißiger
leise leiser nett netter
leise leiser rund runder
leise leiser riesig riesiger
leise leiser gut besser
lieb lieber sonnig sonniger
lieb lieber dumm dümmer
lieb lieber schwierig schwieriger
lieb lieber wahrscheinlich wahrscheinlicher
lieb lieber jung jünger
lustig lustiger hart härter
lustig lustiger schlecht schlechter
lustig lustiger gering geringer
lustig lustiger billig billiger
lustig lustiger wertvoll wertvoller
mutig mutiger hoch höher
mutig mutiger böse böser
mutig mutiger schädlich schädlicher
mutig mutiger arm ärmer
mutig mutiger ähnlich ähnlicher
müde müder einfach einfacher
müde müder genau genauer
müde müder neu neuer
müde müder bekannt bekannter
müde müder nett netter
nahe näher mutig mutiger
nahe näher spitz spitzer
nahe näher fleißig fleißiger
nahe näher gesund gesünder
nahe näher glücklich glücklicher
natürlich natürlicher riesig riesiger
natürlich natürlicher unterschiedlich unterschiedlicher
natürlich natürlicher schlank schlanker
natürlich natürlicher einfach einfacher
natürlich natürlicher gerade gerader
nett netter warm wärmer
nett netter sicher sicherer
nett netter traurig trauriger
nett netter spannend spannender
nett netter billig billiger
neu neuer einsam einsamer
neu neuer eckig eckiger
neu neuer bestimmt bestimmter
neu neuer voll voller
neu neuer kurz kürzer
offen offener jung jünger
offen offener natürlich natürlicher
offen offener riesig riesiger
offen offener lecker leckerer
offen offener wenig weniger
oft öfter tief tiefer
oft öfter schön schöner
oft öfter unterschiedlich unterschiedlicher
oft öfter alt älter
oft öfter lustig lustiger
persönlich persönlicher klein kleiner
persönlich persönlicher dreckig dreckiger
persönlich persönlicher scharf schärfer
persönlich persönlicher schlank schlanker
persönlich persönlicher schwierig schwieriger
praktisch praktischer früh früher
praktisch praktischer gesund gesünder
praktisch praktischer wild wilder
praktisch praktischer gefährlich gefährlicher
praktisch praktischer kurz kürzer
richtig richtiger bekannt bekannter
richtig richtiger frisch frischer
richtig richtiger voll voller
richtig richtiger weit weiter
richtig richtiger kalt kälter
riesig riesiger lustig lustiger
riesig riesiger krumm krümmer
riesig riesiger wild wilder
riesig riesiger arm ärmer
riesig riesiger schwierig schwieriger
ruhig ruhiger einsam einsamer
ruhig ruhiger häufig häufiger
ruhig ruhiger tief tiefer
ruhig ruhiger glücklich glücklicher
ruhig ruhiger gering geringer
rund runder schlank schlanker
rund runder schmutzig schmutziger
rund runder laut lauter
rund runder leise leiser
rund runder schrecklich schrecklicher
sauber sauberer spitz spitzer
sauber sauberer genau genauer
sauber sauberer scharf schärfer
sauber sauberer gering geringer
sauber sauberer frisch frischer
scharf schärfer groß größer
scharf schärfer gerade gerader
scharf schärfer dunkel dunkler
scharf schärfer sicher sicherer
scharf schärfer schnell schneller
schlank schlanker groß größer
schlank schlanker dreckig dreckiger
schlank schlanker dreckig dreckiger
schlank schlanker wertvoll wertvoller
schlank schlanker dunkel dunkler
schlecht schlechter wenig weniger
schlecht schlechter eckig eckiger
schlecht schlechter elegant eleganter
schlecht schlechter nahe näher
schlecht schlechter kurz kürzer
schmal schmaler dumm dümmer
schmal schmaler spitz spitzer
schmal schmaler scharf schärfer
schmal schmaler wenig weniger
schmal schmaler einfach einfacher
schmutzig schmutziger häufig häufiger
schmutzig schmutziger weit weiter
schmutzig schmutziger wichtig wichtiger
schmutzig schmutziger schlank schlanker
schmutzig schmutziger offen offener
schnell schneller voll voller
schnell schneller frisch frischer
schnell schneller natürlich natürlicher
schnell schneller schwach schwächer
schnell schneller eckig eckiger
schrecklich schrecklicher sauber sauberer
schrecklich schrecklicher eng enger
schrecklich schrecklicher leise leiser
schrecklich schrecklicher sonnig sonniger
schrecklich schrecklicher weich weicher
schwach schwächer eckig eckiger
schwach schwächer sauber sauberer
schwach schwächer gut besser
schwach schwächer schwierig schwieriger
schwach schwächer gering geringer
schwer schwerer ähnlich ähnlicher
schwer schwerer schmal schmaler
schwer schwerer weit weiter
schwer schwerer mutig mutiger
schwer schwerer sauber sauberer
schwierig schwieriger oft öfter
schwierig schwieriger laut lauter
schwierig schwieriger häufig häufiger
schwierig schwieriger frisch frischer
schwierig schwieriger schnell schneller
schädlich schädlicher krumm krümmer
schädlich schädlicher häufig häufiger
schädlich schädlicher hoch höher
schädlich schädlicher dreckig dreckiger
schädlich schädlicher weit weiter
schön schöner traurig trauriger
schön schöner wichtig wichtiger
schön schöner stark stärker
schön schöner elegant eleganter
schön schöner wertvoll wertvoller
sicher sicherer gerade gerader
sicher sicherer krumm krümmer
sicher sicherer nahe näher
sicher sicherer jung jünger
sicher sicherer bekannt bekannter
sonnig sonniger eng enger
sonnig sonniger unterschiedlich unterschiedlicher
sonnig sonniger fröhlich fröhlicher
sonnig sonniger klein kleiner
sonnig sonniger kurz kürzer
spannend spannender sauber sauberer
spannend spannender dick dicker
spannend spannender müde müder
spannend spannender lecker leckerer
spannend spannender gut besser
spitz spitzer dünn dünner
spitz spitzer glücklich glücklicher
spitz spitzer dumm dümmer
spitz spitzer sicher sicherer
spitz spitzer neu neuer
spät später unterschiedlich unterschiedlicher
spät später klein kleiner
spät später lieb lieber
spät später nett netter
spät später schlank schlanker
stark stärker groß größer
stark stärker schwierig schwieriger
stark stärker neu neuer
stark stärker riesig riesiger
stark stärker persönlich persönlicher
steil steiler leise leiser
steil steiler scharf schärfer
steil steiler dünn dünner
steil steiler spät später
steil steiler weit weiter
still stiller häufig häufiger
still stiller schlank schlanker
still stiller weich weicher
still stiller jung jünger
still stiller riesig riesiger
tief tiefer schlecht schlechter
tief tiefer schwach schwächer
tief tiefer giftig giftiger
tief tiefer ruhig ruhiger
tief tiefer leicht leichter
traurig trauriger dick dicker
traurig trauriger sicher sicherer
traurig trauriger still stiller
traurig trauriger weit weiter
traurig trauriger tief tiefer
trocken trockener spitz spitzer
trocken trockener gerade gerader
trocken trockener frisch frischer
trocken trockener schlecht schlechter
trocken trockener wichtig wichtiger
unterschiedlich unterschiedlicher dumm dümmer
unterschiedlich unterschiedlicher frisch frischer
unterschiedlich unterschiedlicher fleißig fleißiger
unterschiedlich unterschiedlicher nahe näher
unterschiedlich unterschiedlicher wenig weniger
verschieden verschiedener sauber sauberer
verschieden verschiedener traurig trauriger
verschieden verschiedener rund runder
