: Nomen: SI/PL
Schritte Schritt Beziehungen Beziehung
Schulen Schule Gruppen Gruppe
Schulen Schule Enden Ende
Schulen Schule Rollen Rolle
Schulen Schule Milliarden Milliarde
Schulen Schule Orte Ort
Situationen Situation Stellen Stelle
Situationen Situation Kinder Kind
Situationen Situation Gelder Geld
Situationen Situation Universitäten Universität
Situationen Situation Informationen Information
Söhne Sohn Milliarden Milliarde
Söhne Sohn Informationen Information
Söhne Sohn Tage Tag
Söhne Sohn Spiele Spiel
Söhne Sohn Teile Teil
Spiele Spiel Zahlen Zahl
Spiele Spiel Zeiten Zeit
Spiele Spiel Probleme Problem
Spiele Spiel Aufgaben Aufgabe
Spiele Spiel Türen Tür
Sprachen Sprache Rollen Rolle
Sprachen Sprache Gespräche Gespräch
Sprachen Sprache Straßen Straße
Sprachen Sprache Regeln Regel
Sprachen Sprache Menschen Mensch
Städte Stadt Rollen Rolle
Städte Stadt Gespräche Gespräch
Städte Stadt Bereiche Bereich
Städte Stadt Männer Mann
Städte Stadt Namen Name
Stellen Stelle Plätze Platz
Stellen Stelle Stunden Stunde
Stellen Stelle Menschen Mensch
Stellen Stelle Regeln Regel
Stellen Stelle Berufe Beruf
Stimmen Stimme Plätze Platz
Stimmen Stimme Anfänge Anfang
Stimmen Stimme Stücke Stück
Stimmen Stimme Blicke Blick
Stimmen Stimme Welten Welt
Straßen Straße Kinder Kind
Straßen Straße Wege Weg
Straßen Straße Tische Tisch
Straßen Straße Teile Teil
Straßen Straße Türen Tür
Stunden Stunde Entwicklungen Entwicklung
Stunden Stunde Enden Ende
Stunden Stunde Möglichkeiten Möglichkeit
Stunden Stunde Gründe Grund
Stunden Stunde Arten Art
Stücke Stück Geschichten Geschichte
Stücke Stück Probleme Problem
Stücke Stück Gespräche Gespräch
Stücke Stück Erfahrungen Erfahrung
Stücke Stück Böden Boden
Systeme System Länder Land
Systeme System Situationen Situation
Systeme System Bereiche Bereich
Systeme System Nächte Nacht
Systeme System Texte Text
Tage Tag Böden Boden
Tage Tag Geschichten Geschichte
Tage Tag Welten Welt
Tage Tag Beziehungen Beziehung
Tage Tag Frauen Frau
Teile Teil Länder Land
Teile Teil Möglichkeiten Möglichkeit
Teile Teil Spiele Spiel
Teile Teil Gesichter Gesicht
Teile Teil Personen Person
Texte Text Kinder Kind
Texte Text Arbeiten Arbeit
Texte Text Wochen Woche
Texte Text Namen Name
Texte Text Nächte Nacht
Themen Thema Paare Paar
Themen Thema Türen Tür
Themen Thema Männer Mann
Themen Thema Herren Herr
Themen Thema Funktionen Funktion
Tische Tisch Folgen Folge
Tische Tisch Türen Tür
Tische Tisch Arbeiten Arbeit
Tische Tisch Themen Thema
Tische Tisch Richtungen Richtung
Töchter Tochter Regeln Regel
Töchter Tochter Zeiten Zeit
Töchter Tochter Herren Herr
Töchter Tochter Rahmen Rahmen
Töchter Tochter Preise Preis
Türen Tür Beziehungen Beziehung
Türen Tür Schritte Schritt
Türen Tür Bereiche Bereich
Türen Tür Schritte Schritt
Türen Tür Zeiten Zeit
Uhren Uhr Herren Herr
Uhren Uhr Werke Werk
Uhren Uhr Texte Text
Uhren Uhr Systeme System
Uhren Uhr Bedeutungen Bedeutung
Universitäten Universität Fragen Frage
Universitäten Universität Beispiele Beispiel
Universitäten Universität Punkte Punkt
Universitäten Universität Texte Text
Universitäten Universität Erfahrungen Erfahrung
Wege Weg Zeiten Zeit
Wege Weg Gelder Geld
Wege Weg Universitäten Universität
Wege Weg Tage Tag
Wege Weg Werke Werk
Welten Welt Blicke Blick
Welten Welt Probleme Problem
Welten Welt Zahlen Zahl
Welten Welt Häuser Haus
Welten Welt Jahre Jahr
Werke Werk Spiele Spiel
Werke Werk Namen Name
Werke Werk Programme Programm
Werke Werk Blicke Blick
Werke Werk Plätze Platz
Werte Wert Enden Ende
Werte Wert Freunde Freund
Werte Wert Sprachen Sprache
Werte Wert Arbeiten Arbeit
Werte Wert Männer Mann
Wochen Woche Arten Art
Wochen Woche Momente Moment
Wochen Woche Arbeiten Arbeit
Wochen Woche Teile Teil
Wochen Woche Beispiele Beispiel
Wohnungen Wohnung Wochen Woche
Wohnungen Wohnung Söhne Sohn
Wohnungen Wohnung Funktionen Funktion
Wohnungen Wohnung Plätze Platz
Wohnungen Wohnung Türen Tür
Zahlen Zahl Nächte Nacht
Zahlen Zahl Kriege Krieg
Zahlen Zahl Götter Gott
Zahlen Zahl Fragen Frage
Zahlen Zahl Augen Auge
Zeiten Zeit Beispiele Beispiel
Zeiten Zeit Gelder Geld
Zeiten Zeit Monate Monat
Zeiten Zeit Nächte Nacht
Zeiten Zeit Programme Programm
Ziele Ziel Männer Mann
Ziele Ziel Türen Tür
Ziele Ziel Kriege Krieg
Ziele Ziel Euro Euro
Ziele Ziel Blicke Blick
: Adjektive: GR/KOM
ähnlich ähnlicher sauber sauberer
ähnlich ähnlicher fleißig fleißiger
ähnlich ähnlicher giftig giftiger
ähnlich ähnlicher deutlich deutlicher
ähnlich ähnlicher schmal schmaler
alt älter krumm krümmer
alt älter riesig riesiger
alt älter faul fauler
alt älter richtig richtiger
alt älter langsam langsamer
arm ärmer häufig häufiger
arm ärmer richtig richtiger
arm ärmer steil steiler
arm ärmer rund runder
arm ärmer fleißig fleißiger
bekannt bekannter still stiller
bekannt bekannter tief tiefer
bekannt bekannter weit weiter
bekannt bekannter gering geringer
bekannt bekannter wahrscheinlich wahrscheinlicher
bestimmt bestimmter weit weiter
bestimmt bestimmter sauber sauberer
bestimmt bestimmter schwer schwerer
bestimmt bestimmter gering geringer
bestimmt bestimmter hoch höher
billig billiger böse böser
billig billiger giftig giftiger
billig billiger nahe näher
billig billiger bekannt bekannter
billig billiger schmal schmaler
böse böser dreckig dreckiger
böse böser warm wärmer
böse böser lustig lustiger
böse böser gerade gerader
böse böser warm wärmer
deutlich deutlicher lustig lustiger
deutlich deutlicher arm ärmer
deutlich deutlicher nett netter
deutlich deutlicher gerade gerader
deutlich deutlicher schwierig schwieriger
dick dicker nett netter
dick dicker schlank schlanker
dick dicker alt älter
dick dicker weich weicher
dick dicker gesund gesünder
dreckig dreckiger elegant eleganter
dreckig dreckiger frisch frischer
dreckig dreckiger wild wilder
dreckig dreckiger spät später
dreckig dreckiger schnell schneller
dumm dümmer schlank schlanker
dumm dümmer gesund gesünder
dumm dümmer schlank schlanker
dumm dümmer scharf schärfer
dumm dümmer schlank schlanker
dunkel dunkler riesig riesiger
dunkel dunkler lustig lustiger
dunkel dunkler krumm krümmer
dunkel dunkler elegant eleganter
dunkel dunkler praktisch praktischer
dünn dünner praktisch praktischer
dünn dünner trocken trockener
dünn dünner klar klarer
dünn dünner ähnlich ähnlicher
dünn dünner stark stärker
eckig eckiger langsam langsamer
eckig eckiger eng enger
eckig eckiger klein kleiner
eckig eckiger leise leiser
eckig eckiger kalt kälter
einfach einfacher tief tiefer
einfach einfacher frisch frischer
einfach einfacher stark stärker
einfach einfacher gesund gesünder
einfach einfacher dick dicker
einsam einsamer tief tiefer
einsam einsamer wenig weniger
einsam einsamer steil steiler
einsam einsamer dreckig dreckiger
einsam einsamer riesig riesiger
elegant eleganter neu neuer
elegant eleganter leise leiser
elegant eleganter wahrscheinlich wahrscheinlicher
elegant eleganter spitz spitzer
elegant eleganter bestimmt bestimmter
eng enger faul fauler
eng enger gut besser
eng enger dreckig dreckiger
eng enger gering geringer
eng enger schlank schlanker
faul fauler natürlich natürlicher
faul fauler schmal schmaler
faul fauler krumm krümmer
faul fauler leicht leichter
faul fauler elegant eleganter
fleißig fleißiger dumm dümmer
fleißig fleißiger oft öfter
fleißig fleißiger freundlich freundlicher
fleißig fleißiger spitz spitzer
fleißig fleißiger dumm dümmer
freundlich freundlicher müde müder
freundlich freundlicher weich weicher
freundlich freundlicher schmutzig schmutziger
freundlich freundlicher laut lauter
freundlich freundlicher still stiller
frisch frischer gerade gerader
frisch frischer böse böser
frisch frischer eckig eckiger
frisch frischer fröhlich fröhlicher
frisch frischer schmal schmaler
fröhlich fröhlicher wild wilder
fröhlich fröhlicher hoch höher
fröhlich fröhlicher dumm dümmer
fröhlich fröhlicher alt älter
fröhlich fröhlicher klar klarer
früh früher dreckig dreckiger
früh früher sonnig sonniger
früh früher klein kleiner
früh früher schlank schlanker
früh früher alt älter
gefährlich gefährlicher schwach schwächer
gefährlich gefährlicher eng enger
gefährlich gefährlicher langsam langsamer
gefährlich gefährlicher warm wärmer
gefährlich gefährlicher rund runder
genau genauer glücklich glücklicher
genau genauer traurig trauriger
genau genauer mutig mutiger
genau genauer hoch höher
genau genauer traurig trauriger
gerade gerader böse böser
gerade gerader lustig lustiger
gerade gerader schwer schwerer
gerade gerader sauber sauberer
gerade gerader bestimmt bestimmter
gering geringer voll voller
gering geringer weit weiter
gering geringer rund runder
gering geringer wichtig wichtiger
gering geringer steil steiler
gesund gesünder jung jünger
gesund gesünder einsam einsamer
gesund gesünder persönlich persönlicher
gesund gesünder oft öfter
gesund gesünder sicher sicherer
giftig giftiger trocken trockener
giftig giftiger oft öfter
giftig giftiger sicher sicherer
giftig giftiger glatt glätter
giftig giftiger lang länger
glatt glätter früh früher
glatt glätter klar klarer
glatt glätter einsam einsamer
glatt glätter rund runder
glatt glätter wild wilder
glücklich glücklicher dunkel dunkler
glücklich glücklicher lustig lustiger
glücklich glücklicher langsam langsamer
glücklich glücklicher spitz spitzer
glücklich glücklicher krumm krümmer
groß größer offen offener
groß größer trocken trockener
groß größer dumm dümmer
groß größer nahe näher
groß größer schön schöner
gut besser trocken trockener
gut besser gefährlich gefährlicher
gut besser sauber sauberer
gut besser steil steiler
gut besser giftig giftiger
hart härter krumm krümmer
hart härter lustig lustiger
hart härter fröhlich fröhlicher
hart härter bekannt bekannter
hart härter laut lauter
hoch höher hart härter
hoch höher billig billiger
hoch höher glatt glätter
hoch höher natürlich natürlicher
hoch höher faul fauler
häufig häufiger schmutzig schmutziger
häufig häufiger persönlich persönlicher
häufig häufiger dunkel dunkler
häufig häufiger riesig riesiger
häufig häufiger oft öfter
jung jünger früh früher
jung jünger laut lauter
jung jünger hart härter
jung jünger klein kleiner
jung jünger bekannt bekannter
kalt kälter deutlich deutlicher
kalt kälter dick dicker
kalt kälter trocken trockener
kalt kälter kurz kürzer
kalt kälter faul fauler
klar klarer still stiller
klar klarer giftig giftiger
klar klarer sicher sicherer
klar klarer schwierig schwieriger
klar klarer wild wilder
klein kleiner wild wilder
klein kleiner traurig trauriger
klein kleiner weich weicher
klein kleiner scharf schärfer
klein kleiner mutig mutiger
krumm krümmer böse böser
krumm krümmer schlank schlanker
krumm krümmer schmal schmaler
krumm krümmer arm ärmer
krumm krümmer dunkel dunkler
kurz kürzer schädlich schädlicher
kurz kürzer dünn dünner
kurz kürzer groß größer
kurz kürzer stark stärker
kurz kürzer spät später
lang länger glücklich glücklicher
lang länger riesig riesiger
lang länger still stiller
lang länger klein kleiner
lang länger giftig giftiger
langsam langsamer stark stärker
langsam langsamer schmutzig schmutziger
langsam langsamer böse böser
langsam langsamer spannend spannender
langsam langsamer wenig weniger
laut lauter voll voller
laut lauter schmal schmaler
laut lauter leise leiser
laut lauter neu neuer
laut lauter still stiller
lecker leckerer glücklich glücklicher
lecker leckerer ähnlich ähnlicher
lecker leckerer mutig mutiger
lecker leckerer weich weicher
lecker leckerer laut lauter
leicht leichter ruhig ruhiger
leicht leichter mutig mutiger
leicht leichter laut lauter
leicht leichter weich weicher
leicht leichter faul fauler
leise leiser schwach schwächer
leise leiser natürlich natürlicher
leise leiser steil steiler
leise leiser stark stärker
leise leiser hoch höher
lieb lieber sicher sicherer
lieb lieber richtig richtiger
lieb lieber schmal schmaler
lieb lieber sicher sicherer
lieb lieber hoch höher
lustig lustiger einfach einfacher
lustig lustiger krumm krümmer
lustig lustiger leicht leichter
lustig lustiger still stiller
lustig lustiger jung jünger
mutig mutiger schnell schneller
mutig mutiger deutlich deutlicher
mutig mutiger sicher sicherer
mutig mutiger kalt kälter
mutig mutiger offen offener
müde müder dunkel dunkler
müde müder laut lauter
müde müder wenig weniger
müde müder wenig weniger
müde müder bestimmt bestimmter
nahe näher spannend spannender
nahe näher gut besser
nahe näher weit weiter
nahe näher spannend spannender
nahe näher elegant eleganter
natürlich natürlicher arm ärmer
natürlich natürlicher leise leiser
natürlich natürlicher schön schöner
natürlich natürlicher gerade gerader
natürlich natürlicher schlank schlanker
nett netter sauber sauberer
nett netter klein kleiner
nett netter steil steiler
nett netter weit weiter
nett netter glatt glätter
neu neuer rund runder
neu neuer lang länger
neu neuer spät später
neu neuer offen offener
neu neuer bestimmt bestimmter
offen offener freundlich freundlicher
offen offener eckig eckiger
offen offener schön schöner
offen offener böse böser
offen offener wild wilder
oft öfter dick dicker
oft öfter gerade gerader
oft öfter schlank schlanker
oft öfter gefährlich gefährlicher
oft öfter schmal schmaler
persönlich persönlicher spitz spitzer
persönlich persönlicher fleißig fleißiger
persönlich persönlicher gering geringer
persönlich persönlicher voll voller
persönlich persönlicher rund runder
praktisch praktischer krumm krümmer
praktisch praktischer kalt kälter
praktisch praktischer gut besser
praktisch praktischer eckig eckiger
praktisch praktischer schmal schmaler
richtig richtiger oft öfter
richtig richtiger gefährlich gefährlicher
richtig richtiger eng enger
richtig richtiger langsam langsamer
richtig richtiger bestimmt bestimmter
riesig riesiger schrecklich schrecklicher
riesig riesiger lecker leckerer
riesig riesiger kurz kürzer
riesig riesiger neu neuer
riesig riesiger sicher sicherer
ruhig ruhiger wertvoll wertvoller
ruhig ruhiger deutlich deutlicher
ruhig ruhiger spitz spitzer
ruhig ruhiger faul fauler
ruhig ruhiger trocken trockener
rund runder steil steiler
rund runder gesund gesünder
rund runder fröhlich fröhlicher
rund runder gesund gesünder
rund runder langsam langsamer
sauber sauberer praktisch praktischer
sauber sauberer schnell schneller
sauber sauberer hart härter
sauber sauberer laut lauter
sauber sauberer freundlich freundlicher
scharf schärfer voll voller
scharf schärfer wertvoll wertvoller
scharf schärfer gerade gerader
scharf schärfer klein kleiner
scharf schärfer unterschiedlich unterschiedlicher
schlank schlanker hart härter
schlank schlanker wild wilder
schlank schlanker richtig richtiger
schlank schlanker schlecht schlechter
schlank schlanker praktisch praktischer
schlecht schlechter langsam langsamer
schlecht schlechter schwach schwächer
schlecht schlechter hart härter
schlecht schlechter kurz kürzer
schlecht schlechter fleißig fleißiger
schmal schmaler dunkel dunkler
schmal schmaler leise leiser
schmal schmaler weich weicher
schmal schmaler spitz spitzer
schmal schmaler schmutzig schmutziger
schmutzig schmutziger offen offener
schmutzig schmutziger neu neuer
schmutzig schmutziger wertvoll wertvoller
schmutzig schmutziger hart härter
schmutzig schmutziger alt älter
schnell schneller fleißig fleißiger
schnell schneller gering geringer
schnell schneller bekannt bekannter
schnell schneller schwierig schwieriger
schnell schneller verschieden verschiedener
schrecklich schrecklicher ähnlich ähnlicher
schrecklich schrecklicher nahe näher
schrecklich schrecklicher wenig weniger
schrecklich schrecklicher nahe näher
schrecklich schrecklicher nett netter
schwach schwächer weit weiter
schwach schwächer eckig eckiger
schwach schwächer wertvoll wertvoller
schwach schwächer schmutzig schmutziger
schwach schwächer deutlich deutlicher
schwer schwerer nahe näher
schwer schwerer hoch höher
schwer schwerer offen offener
schwer schwerer schlank schlanker
schwer schwerer lieb lieber
schwierig schwieriger langsam langsamer
schwierig schwieriger wichtig wichtiger
schwierig schwieriger schrecklich schrecklicher
schwierig schwieriger richtig richtiger
schwierig schwieriger frisch frischer
schädlich schädlicher jung jünger
schädlich schädlicher einsam einsamer
schädlich schädlicher ähnlich ähnlicher
schädlich schädlicher dünn dünner
schädlich schädlicher sonnig sonniger
schön schöner fröhlich fröhlicher
schön schöner richtig richtiger
schön schöner dreckig dreckiger
schön schöner persönlich persönlicher
schön schöner riesig riesiger
sicher sicherer schlank schlanker
sicher sicherer schlank schlanker
sicher sicherer elegant eleganter
sicher sicherer spannend spannender
sicher sicherer schwierig schwieriger
sonnig sonniger neu neuer
sonnig sonniger steil steiler
sonnig sonniger alt älter
sonnig sonniger billig billiger
sonnig sonniger dick dicker
spannend spannender wahrscheinlich wahrscheinlicher
spannend spannender freundlich freundlicher
spannend spannender ruhig ruhiger
spannend spannender praktisch praktischer
spannend spannender häufig häufiger
spitz spitzer dünn dünner
spitz spitzer böse böser
spitz spitzer traurig trauriger
spitz spitzer traurig trauriger
spitz spitzer riesig riesiger
spät später schwierig schwieriger
spät später richtig richtiger
spät später gut besser
spät später traurig trauriger
spät später leicht leichter
stark stärker still stiller
stark stärker rund runder
stark stärker müde müder
stark stärker weit weiter
stark stärker fröhlich fröhlicher
steil steiler schwach schwächer
steil steiler gefährlich gefährlicher
steil steiler müde müder
steil steiler arm ärmer
steil steiler ähnlich ähnlicher
still stiller fleißig fleißiger
still stiller stark stärker
still stiller sicher sicherer
still stiller spitz spitzer
still stiller unterschiedlich unterschiedlicher
tief tiefer nahe näher
tief tiefer lustig lustiger
tief tiefer lang länger
tief tiefer hoch höher
tief tiefer wenig weniger
traurig trauriger schwach schwächer
traurig trauriger einsam einsamer
traurig trauriger spitz spitzer
traurig trauriger wertvoll wertvoller
traurig trauriger verschieden verschiedener
trocken trockener oft öfter
trocken trockener sonnig sonniger
trocken trockener ähnlich ähnlicher
trocken trockener schwach schwächer
trocken trockener oft öfter
unterschiedlich unterschiedlicher ähnlich ähnlicher
unterschiedlich unterschiedlicher offen offener
unterschiedlich unterschiedlicher jung jünger
unterschiedlich unterschiedlicher schwer schwerer
unterschiedlich unterschiedlicher sicher sicherer
verschieden verschiedener häufig häufiger
verschieden verschiedener freundlich freundlicher
verschieden verschiedener schrecklich schrecklicher
verschieden verschiedener stark stärker
verschieden verschiedener bekannt bekannter
voll voller groß größer
voll voller kurz kürzer
voll voller schwach schwächer
voll voller leise leiser
